Title,Brand,Price,ItemStatus,NbFavourite,UserRating,NbEvalUser,Description,URL
Beanie Carhartt,Carhartt,5.0,Good,3,4.9,376,"Gedragen, licht pluizig. One size",https://www.vinted.fr/items/5768732373-beanie-carhartt
Gorro laranja 🍊,Carhartt,5.0,Good,9,5,91,"Usado. 
Confortável e adaptável.
Aproveite e veja outras peças na minha loja para obter descontos e pagar apenas um envio!☀️💜",https://www.vinted.fr/items/5767251162-gorro-laranja
Carhartt Heart beanie,Carhartt,18.0,Good,4,5,33,Schöne Mütze für den Winter. Wurde wenig getragen.,https://www.vinted.fr/items/5767241616-carhartt-heart-beanie
Bonnet carhartt,Carhartt,3.0,Good,14,4.6,10,Bon état,https://www.vinted.fr/items/5765809703-bonnet-carhartt
Cappello Carhartt lana grigio,Carhartt,5.0,Good,6,5,12,Cappello Carhartt lana grigio,https://www.vinted.fr/items/5765624856-cappello-carhartt-lana-grigio
Carhartt beanie,Carhartt,4.99,Good,31,4.4,117,A bit worn,https://www.vinted.fr/items/5765550975-carhartt-beanie
Carhartt Mütze,Carhartt,6.0,Good,11,4.9,19,Carhartt Mütze,https://www.vinted.fr/items/5764826573-carhartt-mutze
Berretto carhartt,Carhartt,5.0,Good,4,4.9,37,"Usato poche volte. Da lavare, è nell'armadio da anni.",https://www.vinted.fr/items/5763568906-berretto-carhartt
Bonnet carhartt,Carhartt,4.0,Good,14,4.8,115,Bon etat,https://www.vinted.fr/items/5763412208-bonnet-carhartt
Bonnet Carhartt brodé gris,Carhartt,8.0,Good,4,5,774,"Bonnet Carhartt gris 
Broderie noire 
Bon état quelques peluches voir photos 




#carhartt #bonnetcarhartt #carharttworkinprogress #bonnetcarharttbrodé #bonnetcarharttgris  #bonnetunisexe #bonnethomme #accessoirecarhartt #workinprogress",https://www.vinted.fr/items/5762273832-bonnet-carhartt-brode-gris
Cappello carhartt,Carhartt,7.5,Good,3,4.3,13,"cappello carhartt nero, unisex",https://www.vinted.fr/items/5761593474-cappello-carhartt
Berretto carhartt tg unica unisex color marrone,Carhartt,5.0,Good,18,4.9,210,Berretto carhartt tg unica unisex color marrone. Ha un piccolissimo buco.,https://www.vinted.fr/items/5761255003-berretto-carhartt-tg-unica-unisex-color-marrone
Cappello lana carhartt #carhartt,Carhartt,5.0,Good,9,5,34,"Capello lana, tenuto bene! #carhartt #carharttcappello",https://www.vinted.fr/items/5761163257-cappello-lana-carhartt-carhartt
Gorro Carhartt,Carhartt,10.0,Good,3,5,139,"Color granate.
Tiene uso pero en buen estado.",https://www.vinted.fr/items/5760286602-gorro-carhartt
Bonnet Carhartt Rouge Bordeaux,Carhartt,5.0,Good,4,4.8,42,Bon état,https://www.vinted.fr/items/5760066163-bonnet-carhartt-rouge-bordeaux
Gorro Carhartt,Carhartt,5.0,Good,10,4.8,24,Poco usado el logo esta grisáceo,https://www.vinted.fr/items/5755920614-gorro-carhartt
Berretto Carhartt,Carhartt,6.0,Good,29,5,26,"Berretto Carhartt
Cappellino marrone",https://www.vinted.fr/items/5751863365-berretto-carhartt
Zwarte muts - merk Carhartt,Carhartt,12.0,Good,5,5,7,"Zwarte muts
Universele maat
Aantal keer gedragen en gewassen
(M0001)",https://www.vinted.fr/items/5750898311-zwarte-muts-merk-carhartt
Bonnet carhartt,Carhartt,10.0,Good,6,4.5,104,"Bonjour 
Bon état 
Couleur bleu 
Envoie mondial relay",https://www.vinted.fr/items/5748907807-bonnet-carhartt
Bonnet carhartt,Carhartt,4.0,Good,8,4.8,130,Bonnet carhartt bon etat,https://www.vinted.fr/items/5746578688-bonnet-carhartt
cuffia carhartt,Carhartt,5.0,Good,5,5,9,"cuffia carhartt, colore bianco, molto usata",https://www.vinted.fr/items/5744541176-cuffia-carhartt
Bonnet Carhartt,Carhartt,5.0,Good,46,5,67,Bonnet Carhartt classique old school.,https://www.vinted.fr/items/5744218209-bonnet-carhartt
Bonnet carhartt gris clair taille unique,Carhartt,8.0,Good,3,4.9,36,"Bon état
Taille unique",https://www.vinted.fr/items/5741610894-bonnet-carhartt-gris-clair-taille-unique
Zwarte muts Carhartt,Carhartt,5.0,Good,4,5,214,"Zwarte muts. Heb ‘m ook nog in en andere kleur, zie andere advertenties.",https://www.vinted.fr/items/5739112894-zwarte-muts-carhartt
Cappello berretto invernale carhartt nero,Carhartt,7.0,Good,8,No rating,No evaluations,"Berretto invernale carhartt 
Colore nero 
Taglia unica",https://www.vinted.fr/items/5738328047-cappello-berretto-invernale-carhartt-nero
Carhartt Beanie in beige,Carhartt,6.0,Good,10,5,3,"Farbe: beige
Zustand: Gut
Versand: Paket wird am ersten oder zweiten Tag versendet",https://www.vinted.fr/items/5735393384-carhartt-beanie-in-beige
Carhartt beanie grau,Carhartt,5.0,Good,3,4.7,24,Super Zustand,https://www.vinted.fr/items/5734677749-carhartt-beanie-grau
Bonnet bleu carhartt,Carhartt,3.5,Good,3,4.7,47,En bon état un légèr trou visible sur la deuxième photo,https://www.vinted.fr/items/5734290344-bonnet-bleu-carhartt
Gorro da carhartt,Carhartt,5.0,Good,7,5,3,Já não uso,https://www.vinted.fr/items/5732832432-gorro-da-carhartt
Carhartt Mütze weiß,Carhartt,4.99,Good,5,5,8,Schöne weiße Kartmütze,https://www.vinted.fr/items/5732628323-carhartt-mutze-weiss
Bonnet Carhartt bleu foncé,Carhartt,5.0,Good,5,5,18,Bon état,https://www.vinted.fr/items/5729489480-bonnet-carhartt-bleu-fonce
Gorro de Carhartt,Carhartt,5.0,Good,15,4.7,20,Bastante usado.,https://www.vinted.fr/items/5728900993-gorro-de-carhartt
Navy Carhartt beanie,Carhartt,6.0,Good,3,5,2,Worn but loads of miles still left I just don’t reach for navy,https://www.vinted.fr/items/5725729655-navy-carhartt-beanie
Gorro Carhatt,Carhartt,5.0,Good,12,4.8,98,Gorro negro de Carhatt que tiene bastante uso pero está en buenas condiciones.,https://www.vinted.fr/items/5725148906-gorro-carhatt
Mütze Carhartt,Carhartt,5.0,Good,15,5,341,"Verkaufe diese Mütze von Carhartt, pilling vorhanden (siehe Fotos)",https://www.vinted.fr/items/5724957797-mutze-carhartt
Berretto Carhartt,Carhartt,4.5,Good,3,4.9,39,Indossato ma intatto,https://www.vinted.fr/items/5723408311-berretto-carhartt
Bonnet Carhartt Noir,Carhartt,6.0,Good,3,4.7,91,"Bonnet Carhartt Noir 
porte plusieurs Fois 
Taille Unique 
Si vous souhaitez plus de photos venez en dm ;) 
Envoie rapide et sécurisé",https://www.vinted.fr/items/5722712655-bonnet-carhartt-noir
Bonnet carharrt,Carhartt,5.0,Good,4,5,91,"Bonnet gris carharrt, taille unique, autant pour homme que pour femme, bon état général !",https://www.vinted.fr/items/5721925248-bonnet-carharrt
Berretto,Carhartt,5.0,Good,11,5,2,Berretto carhartt disponibile nero o bianco,https://www.vinted.fr/items/5720454521-berretto
Bonnet homme carhartt,Carhartt,8.0,Good,3,4.8,209,Bon état,https://www.vinted.fr/items/5712989936-bonnet-homme-carhartt
Wollmütze mit Schild von Carhartt,Carhartt,10.0,Good,3,5,85,Wenig getragen,https://www.vinted.fr/items/5710383006-wollmutze-mit-schild-von-carhartt
Bonnet carhartt,Carhartt,5.0,Good,4,4.2,42,"Vinted go ,Bon état",https://www.vinted.fr/items/5708683936-bonnet-carhartt
Bonnet Carhartt Gris,Carhartt,8.0,Good,4,5,24,Beanie Ashley Carhartt gris,https://www.vinted.fr/items/5707496064-bonnet-carhartt-gris
Gorro carhartt,Carhartt,8.0,Good,16,4.9,73,Condición 7/10,https://www.vinted.fr/items/5706083161-gorro-carhartt
Bonnet carhartt,Carhartt,8.5,Good,4,4.5,119,"Bonnet noir. Logo jaune 
Taille universelle",https://www.vinted.fr/items/5706048135-bonnet-carhartt
Bonnet à pompon Carhartt,Carhartt,3.0,Good,3,5,20,"Modèle vintage avec le logo extérieur en cuir

Bouloche en général mais confirme son charme ancien ☺️(voir photos)

Pas de trous, pas de tâches 

N’hésitez pas à me contacter",https://www.vinted.fr/items/5705738619-bonnet-a-pompon-carhartt
Carhartt Unisex - Berretto - rosso,Carhartt,8.0,Good,7,2.5,8,Berretto rosso Carhartt,https://www.vinted.fr/items/5703081656-carhartt-unisex-berretto-rosso
Cuffia carhartt unisex,Carhartt,5.0,Good,3,5,150,Buone condizioni,https://www.vinted.fr/items/5701499122-cuffia-carhartt-unisex
Beanie Carhartt,Carhartt,5.0,Good,3,4.9,376,"Gedragen, licht pluizig. One size",https://www.vinted.fr/items/5768732373-beanie-carhartt
Gorro laranja 🍊,Carhartt,5.0,Good,9,5,91,"Usado. 
Confortável e adaptável.
Aproveite e veja outras peças na minha loja para obter descontos e pagar apenas um envio!☀️💜",https://www.vinted.fr/items/5767251162-gorro-laranja
Carhartt Heart beanie,Carhartt,18.0,Good,4,5,33,Schöne Mütze für den Winter. Wurde wenig getragen.,https://www.vinted.fr/items/5767241616-carhartt-heart-beanie
Bonnet carhartt,Carhartt,3.0,Good,14,4.6,10,Bon état,https://www.vinted.fr/items/5765809703-bonnet-carhartt
Cappello Carhartt lana grigio,Carhartt,5.0,Good,6,5,12,Cappello Carhartt lana grigio,https://www.vinted.fr/items/5765624856-cappello-carhartt-lana-grigio
Carhartt beanie,Carhartt,4.99,Good,31,4.4,117,A bit worn,https://www.vinted.fr/items/5765550975-carhartt-beanie
Carhartt Mütze,Carhartt,6.0,Good,11,4.9,19,Carhartt Mütze,https://www.vinted.fr/items/5764826573-carhartt-mutze
Berretto carhartt,Carhartt,5.0,Good,4,4.9,37,"Usato poche volte. Da lavare, è nell'armadio da anni.",https://www.vinted.fr/items/5763568906-berretto-carhartt
Bonnet carhartt,Carhartt,4.0,Good,14,4.8,115,Bon etat,https://www.vinted.fr/items/5763412208-bonnet-carhartt
Bonnet Carhartt brodé gris,Carhartt,8.0,Good,4,5,774,"Bonnet Carhartt gris 
Broderie noire 
Bon état quelques peluches voir photos 




#carhartt #bonnetcarhartt #carharttworkinprogress #bonnetcarharttbrodé #bonnetcarharttgris  #bonnetunisexe #bonnethomme #accessoirecarhartt #workinprogress",https://www.vinted.fr/items/5762273832-bonnet-carhartt-brode-gris
Cappello carhartt,Carhartt,7.5,Good,3,4.3,13,"cappello carhartt nero, unisex",https://www.vinted.fr/items/5761593474-cappello-carhartt
Berretto carhartt tg unica unisex color marrone,Carhartt,5.0,Good,18,4.9,210,Berretto carhartt tg unica unisex color marrone. Ha un piccolissimo buco.,https://www.vinted.fr/items/5761255003-berretto-carhartt-tg-unica-unisex-color-marrone
Cappello lana carhartt #carhartt,Carhartt,5.0,Good,9,5,34,"Capello lana, tenuto bene! #carhartt #carharttcappello",https://www.vinted.fr/items/5761163257-cappello-lana-carhartt-carhartt
Gorro Carhartt,Carhartt,10.0,Good,3,5,139,"Color granate.
Tiene uso pero en buen estado.",https://www.vinted.fr/items/5760286602-gorro-carhartt
Bonnet Carhartt Rouge Bordeaux,Carhartt,5.0,Good,4,4.8,42,Bon état,https://www.vinted.fr/items/5760066163-bonnet-carhartt-rouge-bordeaux
Gorro Carhartt,Carhartt,5.0,Good,10,4.8,24,Poco usado el logo esta grisáceo,https://www.vinted.fr/items/5755920614-gorro-carhartt
Berretto Carhartt,Carhartt,6.0,Good,29,5,26,"Berretto Carhartt
Cappellino marrone",https://www.vinted.fr/items/5751863365-berretto-carhartt
Zwarte muts - merk Carhartt,Carhartt,12.0,Good,5,5,7,"Zwarte muts
Universele maat
Aantal keer gedragen en gewassen
(M0001)",https://www.vinted.fr/items/5750898311-zwarte-muts-merk-carhartt
Bonnet carhartt,Carhartt,10.0,Good,6,4.5,104,"Bonjour 
Bon état 
Couleur bleu 
Envoie mondial relay",https://www.vinted.fr/items/5748907807-bonnet-carhartt
Bonnet carhartt,Carhartt,4.0,Good,8,4.8,130,Bonnet carhartt bon etat,https://www.vinted.fr/items/5746578688-bonnet-carhartt
cuffia carhartt,Carhartt,5.0,Good,5,5,9,"cuffia carhartt, colore bianco, molto usata",https://www.vinted.fr/items/5744541176-cuffia-carhartt
Bonnet Carhartt,Carhartt,5.0,Good,46,5,67,Bonnet Carhartt classique old school.,https://www.vinted.fr/items/5744218209-bonnet-carhartt
Bonnet carhartt gris clair taille unique,Carhartt,8.0,Good,3,4.9,36,"Bon état
Taille unique",https://www.vinted.fr/items/5741610894-bonnet-carhartt-gris-clair-taille-unique
Zwarte muts Carhartt,Carhartt,5.0,Good,4,5,214,"Zwarte muts. Heb ‘m ook nog in en andere kleur, zie andere advertenties.",https://www.vinted.fr/items/5739112894-zwarte-muts-carhartt
Cappello berretto invernale carhartt nero,Carhartt,7.0,Good,8,No rating,No evaluations,"Berretto invernale carhartt 
Colore nero 
Taglia unica",https://www.vinted.fr/items/5738328047-cappello-berretto-invernale-carhartt-nero
Carhartt Beanie in beige,Carhartt,6.0,Good,10,5,3,"Farbe: beige
Zustand: Gut
Versand: Paket wird am ersten oder zweiten Tag versendet",https://www.vinted.fr/items/5735393384-carhartt-beanie-in-beige
Carhartt beanie grau,Carhartt,5.0,Good,3,4.7,24,Super Zustand,https://www.vinted.fr/items/5734677749-carhartt-beanie-grau
Bonnet bleu carhartt,Carhartt,3.5,Good,3,4.7,47,En bon état un légèr trou visible sur la deuxième photo,https://www.vinted.fr/items/5734290344-bonnet-bleu-carhartt
Gorro da carhartt,Carhartt,5.0,Good,7,5,3,Já não uso,https://www.vinted.fr/items/5732832432-gorro-da-carhartt
Carhartt Mütze weiß,Carhartt,4.99,Good,5,5,8,Schöne weiße Kartmütze,https://www.vinted.fr/items/5732628323-carhartt-mutze-weiss
Bonnet Carhartt bleu foncé,Carhartt,5.0,Good,5,5,18,Bon état,https://www.vinted.fr/items/5729489480-bonnet-carhartt-bleu-fonce
Gorro de Carhartt,Carhartt,5.0,Good,15,4.7,20,Bastante usado.,https://www.vinted.fr/items/5728900993-gorro-de-carhartt
Navy Carhartt beanie,Carhartt,6.0,Good,3,5,2,Worn but loads of miles still left I just don’t reach for navy,https://www.vinted.fr/items/5725729655-navy-carhartt-beanie
Gorro Carhatt,Carhartt,5.0,Good,12,4.8,98,Gorro negro de Carhatt que tiene bastante uso pero está en buenas condiciones.,https://www.vinted.fr/items/5725148906-gorro-carhatt
Mütze Carhartt,Carhartt,5.0,Good,15,5,341,"Verkaufe diese Mütze von Carhartt, pilling vorhanden (siehe Fotos)",https://www.vinted.fr/items/5724957797-mutze-carhartt
Berretto Carhartt,Carhartt,4.5,Good,3,4.9,39,Indossato ma intatto,https://www.vinted.fr/items/5723408311-berretto-carhartt
Bonnet Carhartt Noir,Carhartt,6.0,Good,3,4.7,91,"Bonnet Carhartt Noir 
porte plusieurs Fois 
Taille Unique 
Si vous souhaitez plus de photos venez en dm ;) 
Envoie rapide et sécurisé",https://www.vinted.fr/items/5722712655-bonnet-carhartt-noir
Bonnet carharrt,Carhartt,5.0,Good,4,5,91,"Bonnet gris carharrt, taille unique, autant pour homme que pour femme, bon état général !",https://www.vinted.fr/items/5721925248-bonnet-carharrt
Berretto,Carhartt,5.0,Good,11,5,2,Berretto carhartt disponibile nero o bianco,https://www.vinted.fr/items/5720454521-berretto
Bonnet homme carhartt,Carhartt,8.0,Good,3,4.8,209,Bon état,https://www.vinted.fr/items/5712989936-bonnet-homme-carhartt
Wollmütze mit Schild von Carhartt,Carhartt,10.0,Good,3,5,85,Wenig getragen,https://www.vinted.fr/items/5710383006-wollmutze-mit-schild-von-carhartt
Bonnet carhartt,Carhartt,5.0,Good,4,4.2,42,"Vinted go ,Bon état",https://www.vinted.fr/items/5708683936-bonnet-carhartt
Bonnet Carhartt Gris,Carhartt,8.0,Good,4,5,24,Beanie Ashley Carhartt gris,https://www.vinted.fr/items/5707496064-bonnet-carhartt-gris
Gorro carhartt,Carhartt,8.0,Good,16,4.9,73,Condición 7/10,https://www.vinted.fr/items/5706083161-gorro-carhartt
Bonnet carhartt,Carhartt,8.5,Good,4,4.5,119,"Bonnet noir. Logo jaune 
Taille universelle",https://www.vinted.fr/items/5706048135-bonnet-carhartt
Bonnet à pompon Carhartt,Carhartt,3.0,Good,3,5,20,"Modèle vintage avec le logo extérieur en cuir

Bouloche en général mais confirme son charme ancien ☺️(voir photos)

Pas de trous, pas de tâches 

N’hésitez pas à me contacter",https://www.vinted.fr/items/5705738619-bonnet-a-pompon-carhartt
Carhartt Unisex - Berretto - rosso,Carhartt,8.0,Good,7,2.5,8,Berretto rosso Carhartt,https://www.vinted.fr/items/5703081656-carhartt-unisex-berretto-rosso
Cuffia carhartt unisex,Carhartt,5.0,Good,3,5,150,Buone condizioni,https://www.vinted.fr/items/5701499122-cuffia-carhartt-unisex
Black beanis,Carhartt,3.0,Good,20,5,9,Unisex good quality,https://www.vinted.fr/items/5701278739-black-beanis
Schwarzer Carharrt Beanie Wintermütze,Carhartt,6.0,Good,3,5,1,Bei Fragen gerne melden!,https://www.vinted.fr/items/5700711007-schwarzer-carharrt-beanie-wintermutze
Carhartt hat,Carhartt,10.0,Good,4,5,65,Hat in good condition.,https://www.vinted.fr/items/5695485122-carhartt-hat
Carahrtt bonnet bleu turquoise foncé,Carhartt,10.0,Good,5,4.9,385,Bon état,https://www.vinted.fr/items/5693692967-carahrtt-bonnet-bleu-turquoise-fonce
Carhartt muts,Carhartt,10.0,Good,5,4.9,64,"Leuke muts, gebruikt, kan nog heel wat winters fijn mee!",https://www.vinted.fr/items/5425749311-carhartt-muts
Gorro carhartt preto,Carhartt,9.0,Good,4,4.8,57,"One size fits all 
Em boas condições, algum borboto facilmente retirado",https://www.vinted.fr/items/5691519278-gorro-carhartt-preto
Bonnet bleu Carhartt,Carhartt,5.0,Good,6,5,11,Bonnet bleu Carhartt,https://www.vinted.fr/items/5691238236-bonnet-bleu-carhartt
Bonnet Carhartt Beige,Carhartt,4.0,Good,6,4.9,40,"Porté quelques fois 
Quelques bouloches comme sur les photos",https://www.vinted.fr/items/5689814575-bonnet-carhartt-beige
Wollmütze „Carhartt“,Carhartt,6.0,Good,19,5,1914,"Graue Wollmütze 
100% Acryl",https://www.vinted.fr/items/5689241310-wollmutze-carhartt
Bonnet Carhartt vert,Carhartt,8.0,Good,46,5,21,"Bonnet Carhartt vert en très bon état avec des petites bouloches rouge et vert clair. Un peu petit pour moi car l’essorage en machine était un peu fort, le bonnet a donc perdu en élasticité. Pour info je fais 57cm de tour de tête, ce bonnet conviendra très bien a une personne qui fait entre 50 et 54cm maximum de tour de tête (dimension approximative car je ne suis pas astro-physicien)…faites vos jeux 🕺",https://www.vinted.fr/items/5688301919-bonnet-carhartt-vert
Carhartt muts,Carhartt,7.0,Good,17,4.6,48,Carhartt muts,https://www.vinted.fr/items/5687299465-carhartt-muts
Carhartt,Carhartt,10.0,Good,4,5,464,"Bonnet carhartt 
Vert 
#carhartt #bonnetcarhartt",https://www.vinted.fr/items/5685451025-carhartt
Berretta Carhartt color Borgogna,Carhartt,4.0,Good,3,5,5,"Berretta Carhartt color prugna 
Taglia unica",https://www.vinted.fr/items/5683801452-berretta-carhartt-color-borgogna
Beanie Carharrt,Carhartt,11.0,Good,6,4.7,74,Very nice and warm beanie from Carhartt.,https://www.vinted.fr/items/5683608420-beanie-carharrt
Carhartt Mütze grau,Carhartt,5.0,Good,6,5,45,"Mütze Beani von Carhartt 
Grau 
Gut erhalten 
Unisex
Für Herren und Damen",https://www.vinted.fr/items/5682671642-carhartt-mutze-grau
carhartt haube,Carhartt,4.0,Good,6,5,76,logo ist etwas verfärbt,https://www.vinted.fr/items/5681993468-carhartt-haube
Cappello invernale Carhartt.,Carhartt,4.0,Good,5,5,12,"Vendesi cappello invernale Carhartt. Usato poche volte. Unico difetto i piccoli pallini del tessuto che si sono formati dopo un lavaggio. 
Eliminabili con apposito macchinario per eliminazione dei pelucchi dj maglioni in lana.",https://www.vinted.fr/items/5680758384-cappello-invernale-carhartt
Gorro Carhartt Blue,Carhartt,9.0,Good,7,4.9,972,"Bom estado
Tamanho único
Envio 🚚 rápido 
Usados de confiança 
Vê o meu roupeiro / Opiniões
Envia mensagem a perguntar algo",https://www.vinted.fr/items/5680414428-gorro-carhartt-blue
3x muts Carhartt,Carhartt,16.0,Good,3,4.9,150,Prima staat,https://www.vinted.fr/items/5679954801-3x-muts-carhartt
Muts Carhartt,Carhartt,4.0,Good,15,4.9,177,Zwarte muts van carhartt,https://www.vinted.fr/items/5676305402-muts-carhartt
Bonnet Carhartt,Carhartt,4.0,Good,8,4.9,146,Bon état,https://www.vinted.fr/items/5674917815-bonnet-carhartt
Bonnet carhartt,Carhartt,9.0,Good,4,4.5,16,bonne état,https://www.vinted.fr/items/5673034586-bonnet-carhartt
Bonet carhart,Carhartt,5.0,Good,4,5,6,Plutôt bon état,https://www.vinted.fr/items/5672727378-bonet-carhart
